lang,word,sentiment,value
portuguese,resistente,positive,1
portuguese,resolutamente,positive,1
portuguese,recursos,positive,1
portuguese,respeito,positive,1
portuguese,respeitabilidade,positive,1
portuguese,respeitável,positive,1
portuguese,respeitoso,positive,1
portuguese,respeitando,positive,1
portuguese,cumprimentos,positive,1
portuguese,pausa,positive,1
portuguese,resplandecente,positive,1
portuguese,responsável,positive,1
portuguese,responsivo,positive,1
portuguese,descansar,positive,1
portuguese,repousante,positive,1
portuguese,restituição,positive,1
portuguese,reconstituinte,positive,1
portuguese,restaurando,positive,1
portuguese,limitação,positive,1
portuguese,recomeço,positive,1
portuguese,retenção,positive,1
portuguese,aposentadoria,positive,1
portuguese,reunião,positive,1
portuguese,orgia,positive,1
portuguese,revels,positive,1
portuguese,reverenciar,positive,1
portuguese,reverência,positive,1
portuguese,reverendo,positive,1
portuguese,devaneio,positive,1
portuguese,revisão,positive,1
portuguese,renascimento,positive,1
portuguese,reviver,positive,1
portuguese,revolução,positive,1
portuguese,revolucionário,positive,1
portuguese,recompensa,positive,1
portuguese,ritmo,positive,1
portuguese,rítmico,positive,1
portuguese,fita,positive,1
portuguese,riqueza,positive,1
portuguese,cavaleiro,positive,1
portuguese,justo,positive,1
portuguese,legítimo,positive,1
portuguese,acertadamente,positive,1
portuguese,maduro,positive,1
portuguese,amadurecer,positive,1
portuguese,Aumentar,positive,1
portuguese,fascinante,positive,1
portuguese,roadster,positive,1
portuguese,robusto,positive,1
portuguese,Rocha,positive,1
portuguese,haste,positive,1
portuguese,brincalhão,positive,1
portuguese,romance,positive,1
portuguese,romântico,positive,1
portuguese,romantismo,positive,1
portuguese,sapatão,positive,1
portuguese,enraizado,positive,1
portuguese,rosado,positive,1
portuguese,rota,positive,1
portuguese,rotina,positive,1
portuguese,realeza,positive,1
portuguese,rubrica,positive,1
portuguese,ruth,positive,1
portuguese,seguro,positive,1
portuguese,salvaguardar,positive,1
portuguese,sálvia,positive,1
portuguese,santo,positive,1
portuguese,santo,positive,1
portuguese,salário,positive,1
portuguese,saliente,positive,1
portuguese,salutar,positive,1
portuguese,saudação,positive,1
portuguese,salvação,positive,1
portuguese,pomada,positive,1
portuguese,samurai,positive,1
portuguese,santificação,positive,1
portuguese,santificar,positive,1
portuguese,santuário,positive,1
portuguese,sanguíneo,positive,1
portuguese,sanitário,positive,1
portuguese,cetim,positive,1
portuguese,satisfatoriamente,positive,1
portuguese,satisfeito,positive,1
portuguese,salvar,positive,1
portuguese,poupança,positive,1
portuguese,sabor,positive,1
portuguese,saboroso,positive,1
portuguese,experiente,positive,1
portuguese,espantalho,positive,1
portuguese,estudioso,positive,1
portuguese,bolsa de estudo,positive,1
portuguese,científico,positive,1
portuguese,cientista,positive,1
portuguese,centelha,positive,1
portuguese,Ponto,positive,1
portuguese,escriba,positive,1
portuguese,escrita,positive,1
portuguese,delicioso,positive,1
portuguese,escultura,positive,1
portuguese,mar,positive,1
portuguese,selo,positive,1
portuguese,temperado,positive,1
portuguese,isolamento,positive,1
portuguese,secretariado,positive,1
portuguese,antiguidade,positive,1
portuguese,sensacional,positive,1
portuguese,sentido,positive,1
portuguese,sensibilidade,positive,1
portuguese,sensatamente,positive,1
portuguese,sensual,positive,1
portuguese,sensualidade,positive,1
portuguese,sensual,positive,1
portuguese,sentimental,positive,1
portuguese,sentimentalidade,positive,1
portuguese,sentinela,positive,1
portuguese,serenidade,positive,1
portuguese,sermão,positive,1
portuguese,soro,positive,1
portuguese,instituidor,positive,1
portuguese,sexo,positive,1
portuguese,forma,positive,1
portuguese,bem feito,positive,1
portuguese,compartilhar,positive,1
portuguese,abrigo,positive,1
portuguese,pastor,positive,1
portuguese,brilho,positive,1
portuguese,brilhante,positive,1
portuguese,compras,positive,1
portuguese,ombro,positive,1
portuguese,sagaz,positive,1
portuguese,seda,positive,1
portuguese,simplificar,positive,1
portuguese,sincero,positive,1
portuguese,sinceridade,positive,1
portuguese,cantar,positive,1
portuguese,isoladamente,positive,1
portuguese,senhor,positive,1
portuguese,irmandade,positive,1
portuguese,hábil,positive,1
portuguese,hábil,positive,1
portuguese,céu,positive,1
portuguese,ardósia,positive,1
portuguese,lustroso,positive,1
portuguese,delgado,positive,1
portuguese,fino,positive,1
portuguese,sorriso,positive,1
portuguese,sorridente,positive,1
portuguese,desbaratados,positive,1
portuguese,suavidade,positive,1
portuguese,relincho,positive,1
portuguese,sobriedade,positive,1
portuguese,sociável,positive,1
portuguese,consolo,positive,1
portuguese,soldado,positive,1
portuguese,sólido,positive,1
portuguese,solidez,positive,1
portuguese,solução,positive,1
portuguese,solvência,positive,1
portuguese,sonar,positive,1
portuguese,sonata,positive,1
portuguese,soneto,positive,1
portuguese,sonoro,positive,1
portuguese,acalmar,positive,1
portuguese,calmante,positive,1
portuguese,classificador,positive,1
portuguese,solidez,positive,1
portuguese,sopa,positive,1
portuguese,estância termal,positive,1
portuguese,espaçoso,positive,1
portuguese,spaniel,positive,1
portuguese,centelha,positive,1
portuguese,especial,positive,1
portuguese,espécie,positive,1
portuguese,espetáculo,positive,1
portuguese,discurso,positive,1
portuguese,célere,positive,1
portuguese,ortografia,positive,1
portuguese,especiaria,positive,1
portuguese,espinha,positive,1
portuguese,espírito,positive,1
portuguese,espíritos,positive,1
portuguese,esplêndido,positive,1
portuguese,esplendor,positive,1
portuguese,patrocinador,positive,1
portuguese,imaculado,positive,1
portuguese,cônjuge,positive,1
portuguese,asseado,positive,1
portuguese,estável,positive,1
portuguese,staccato,positive,1
portuguese,inoxidável,positive,1
portuguese,garanhão,positive,1
portuguese,robusto,positive,1
portuguese,vigor,positive,1
portuguese,de pé,positive,1
portuguese,estrela,positive,1
portuguese,luz das estrelas,positive,1
portuguese,estrelado,positive,1
portuguese,imponente,positive,1
portuguese,declaração,positive,1
portuguese,estátua,positive,1
portuguese,estado,positive,1
portuguese,acérrimo,positive,1
portuguese,firme,positive,1
portuguese,estelar,positive,1
portuguese,esterlino,positive,1
portuguese,mordomo,positive,1
portuguese,quietude,positive,1
portuguese,loja,positive,1
portuguese,franco,positive,1
portuguese,estratégico,positive,1
portuguese,estrategista,positive,1
portuguese,força,positive,1
portuguese,fortalecer,positive,1
portuguese,fortalecimento,positive,1
portuguese,impressionante,positive,1
portuguese,contundentemente,positive,1
portuguese,fortemente,positive,1
portuguese,estrutura,positive,1
portuguese,viga,positive,1
portuguese,estude,positive,1
portuguese,robusto,positive,1
portuguese,sublimação,positive,1
portuguese,substância,positive,1
portuguese,substantivo,positive,1
portuguese,suceder,positive,1
portuguese,sucedendo,positive,1
portuguese,sucesso,positive,1
portuguese,bem sucedido,positive,1
portuguese,sucinto,positive,1
portuguese,suculento,positive,1
portuguese,suficiência,positive,1
portuguese,açúcar,positive,1
portuguese,adequado,positive,1
portuguese,abafado,positive,1
portuguese,sol,positive,1
portuguese,ensolarado,positive,1
portuguese,pôr do sol,positive,1
portuguese,luz do sol,positive,1
portuguese,soberbo,positive,1
portuguese,sobre-humano,positive,1
portuguese,superior,positive,1
portuguese,superioridade,positive,1
portuguese,super-homem,positive,1
portuguese,Super estrela,positive,1
portuguese,superstição,positive,1
portuguese,súplica,positive,1
portuguese,suprimentos,positive,1
portuguese,fornecem,positive,1
portuguese,suportado,positive,1
portuguese,suporte,positive,1
portuguese,que apoia,positive,1
portuguese,supremacia,positive,1
portuguese,supremo,positive,1
portuguese,supremamente,positive,1
portuguese,fiador,positive,1
portuguese,conjetura,positive,1
portuguese,insuperável,positive,1
portuguese,surpresa,positive,1
portuguese,cercar,positive,1
portuguese,agrimensura,positive,1
portuguese,sobreviver,positive,1
portuguese,jurar,positive,1
portuguese,doce,positive,1
portuguese,amor,positive,1
portuguese,docinho,positive,1
portuguese,Doçura,positive,1
portuguese,doces,positive,1
portuguese,rápido,positive,1
portuguese,nadar,positive,1
portuguese,simbólico,positive,1
portuguese,simétrico,positive,1
portuguese,simetria,positive,1
portuguese,compreensivo,positive,1
portuguese,simpatia,positive,1
portuguese,sinfonia,positive,1
portuguese,sincronizar,positive,1
portuguese,sinérgica,positive,1
portuguese,sínodo,positive,1
portuguese,sinônimo,positive,1
portuguese,tato,positive,1
portuguese,conto,positive,1
portuguese,talento,positive,1
portuguese,talismã,positive,1
portuguese,conversa,positive,1
portuguese,bronzeado,positive,1
portuguese,tentadora,positive,1
portuguese,tarefa,positive,1
portuguese,de bom gosto,positive,1
portuguese,saboroso,positive,1
portuguese,ensinar,positive,1
portuguese,professor,positive,1
portuguese,tecnologia,positive,1
portuguese,adolescentes,positive,1
portuguese,temperança,positive,1
portuguese,temperado,positive,1
portuguese,defensável,positive,1
portuguese,persistente,positive,1
portuguese,tenacidade,positive,1
portuguese,arrendamento,positive,1
portuguese,inquilino,positive,1
portuguese,proposta,positive,1
portuguese,ternura,positive,1
portuguese,grato,positive,1
portuguese,ação de graças,positive,1
portuguese,teórico,positive,1
portuguese,terapêutico,positive,1
portuguese,terapêutica,positive,1
portuguese,pensador,positive,1
portuguese,com brio,positive,1
portuguese,pensativo,positive,1
portuguese,reflexão,positive,1
portuguese,parcimônia,positive,1
portuguese,emoção,positive,1
portuguese,emocionante,positive,1
portuguese,próspera,positive,1
portuguese,trono,positive,1
portuguese,cócegas,positive,1
portuguese,revestimento,positive,1
portuguese,oportuno,positive,1
portuguese,ouropel,positive,1
portuguese,título,positive,1
portuguese,torrada,positive,1
portuguese,tolerante,positive,1
portuguese,tolerância,positive,1
portuguese,topo,positive,1
portuguese,dureza,positive,1
portuguese,torre,positive,1
portuguese,altaneiro,positive,1
portuguese,tradicional,positive,1
portuguese,tranquilo,positive,1
portuguese,tranqüilidade,positive,1
portuguese,transcendência,positive,1
portuguese,transcendental,positive,1
portuguese,viajando,positive,1
portuguese,tesouro,positive,1
portuguese,tratar,positive,1
portuguese,árvore,positive,1
portuguese,tremendamente,positive,1
portuguese,tendência,positive,1
portuguese,trendy,positive,1
portuguese,afluente,positive,1
portuguese,tributo,positive,1
portuguese,trigonometria,positive,1
portuguese,triunfo,positive,1
portuguese,triunfante,positive,1
portuguese,troféu,positive,1
portuguese,trégua,positive,1
portuguese,verdade,positive,1
portuguese,fiel,positive,1
portuguese,verdade,positive,1
portuguese,veracidade,positive,1
portuguese,tutela,positive,1
portuguese,tutor,positive,1
portuguese,gêmeo,positive,1
portuguese,cintilação,positive,1
portuguese,em última análise,positive,1
portuguese,árbitro,positive,1
portuguese,unanimidade,positive,1
portuguese,unânime,positive,1
portuguese,modesto,positive,1
portuguese,invicto,positive,1
portuguese,imparcial,positive,1
portuguese,inquebrável,positive,1
portuguese,desenfreado,positive,1
portuguese,intacto,positive,1
portuguese,sem constrangimento,positive,1
portuguese,sublinhado,positive,1
portuguese,compreensão,positive,1
portuguese,subscrever,positive,1
portuguese,indiviso,positive,1
portuguese,imortal,positive,1
portuguese,inequivocamente,positive,1
portuguese,inesperado,positive,1
portuguese,desdobrar,positive,1
portuguese,unificação,positive,1
portuguese,uniformemente,positive,1
portuguese,inimaginável,positive,1
portuguese,não infectado,positive,1
portuguese,único,positive,1
portuguese,unissonância,positive,1
portuguese,unitário,positive,1
portuguese,unido,positive,1
portuguese,unidade,positive,1
portuguese,universidade,positive,1
portuguese,ilimitado,positive,1
portuguese,despretensioso,positive,1
portuguese,incontestável,positive,1
portuguese,inquestionavelmente,positive,1
portuguese,incontestado,positive,1
portuguese,ileso,positive,1
portuguese,desinteressado,positive,1
portuguese,sem igual,positive,1
portuguese,desatar,positive,1
portuguese,firme,positive,1
portuguese,ladeira acima,positive,1
portuguese,elevação,positive,1
portuguese,vertical,positive,1
portuguese,utilidade,positive,1
portuguese,arrumador,positive,1
portuguese,usual,positive,1
portuguese,utilidade,positive,1
portuguese,utópico,positive,1
portuguese,férias,positive,1
portuguese,vacina,positive,1
portuguese,valente,positive,1
portuguese,bravura,positive,1
portuguese,valioso,positive,1
portuguese,vanguarda,positive,1
portuguese,vencer,positive,1
portuguese,veludo,positive,1
portuguese,aveludado,positive,1
portuguese,venerável,positive,1
portuguese,veneração,positive,1
portuguese,veracidade,positive,1
portuguese,verdejante,positive,1
portuguese,verificação,positive,1
portuguese,verificado,positive,1
portuguese,na verdade,positive,1
portuguese,verdadeiro,positive,1
portuguese,vernal,positive,1
portuguese,verve,positive,1
portuguese,veterano,positive,1
portuguese,vigário,positive,1
portuguese,vencedor,positive,1
portuguese,vitorioso,positive,1
portuguese,vitória,positive,1
portuguese,vigilância,positive,1
portuguese,Vigilância,positive,1
portuguese,vigor,positive,1
portuguese,vigoroso,positive,1
portuguese,aldeão,positive,1
portuguese,vindicado,positive,1
portuguese,vindicação,positive,1
portuguese,virgem,positive,1
portuguese,virgindade,positive,1
portuguese,virtude,positive,1
portuguese,virtuoso,positive,1
portuguese,visão,positive,1
portuguese,visionário,positive,1
portuguese,visita,positive,1
portuguese,visitante,positive,1
portuguese,vital,positive,1
portuguese,vitalidade,positive,1
portuguese,vivaz,positive,1
portuguese,vívido,positive,1
portuguese,vocabulário,positive,1
portuguese,voluntário,positive,1
portuguese,voluptuoso,positive,1
portuguese,voto,positive,1
portuguese,atestar,positive,1
portuguese,voto,positive,1
portuguese,salário,positive,1
portuguese,garantia,positive,1
portuguese,Guerreiro,positive,1
portuguese,cão de guarda,positive,1
portuguese,vigilante,positive,1
portuguese,vigia,positive,1
portuguese,à prova d'água,positive,1
portuguese,riqueza,positive,1
portuguese,resistente às intempéries,positive,1
portuguese,peso,positive,1
portuguese,congratulou-,positive,1
portuguese,branco,positive,1
portuguese,brancura,positive,1
portuguese,saudável,positive,1
portuguese,postigo,positive,1
portuguese,muito difundido,positive,1
portuguese,de bom grado,positive,1
portuguese,boa vontade,positive,1
portuguese,herança inesperada,positive,1
portuguese,vencedora,positive,1
portuguese,vencedor,positive,1
portuguese,ganhos,positive,1
portuguese,sem fio,positive,1
portuguese,wis,positive,1
portuguese,sabedoria,positive,1
portuguese,sábio,positive,1
portuguese,inteligência,positive,1
portuguese,resistir,positive,1
portuguese,juízo,positive,1
portuguese,espirituoso,positive,1
portuguese,Mago,positive,1
portuguese,ventre,positive,1
portuguese,maravilhoso,positive,1
portuguese,maravilhosamente,positive,1
portuguese,maravilhoso,positive,1
portuguese,palavra,positive,1
portuguese,trabalhando,positive,1
portuguese,adoração,positive,1
portuguese,que vale a pena,positive,1
portuguese,digno,positive,1
portuguese,wot,positive,1
portuguese,escritor,positive,1
portuguese,ânsia,positive,1
portuguese,jovem,positive,1
portuguese,mais jovem,positive,1
portuguese,juventude,positive,1
portuguese,zelo,positive,1
portuguese,zeloso,positive,1
portuguese,entusiasmo,positive,1
portuguese,abandonar,negative,1
portuguese,abandonado,negative,1
portuguese,abandono,negative,1
portuguese,abdução,negative,1
portuguese,aberrante,negative,1
portuguese,aberração,negative,1
portuguese,abominar,negative,1
portuguese,detestável,negative,1
portuguese,abjeto,negative,1
portuguese,anormal,negative,1
portuguese,abolir,negative,1
portuguese,abolição,negative,1
portuguese,abominável,negative,1
portuguese,abominação,negative,1
portuguese,abortar,negative,1
portuguese,aborto,negative,1
portuguese,abortivo,negative,1
portuguese,abrasão,negative,1
portuguese,revogar,negative,1
portuguese,abscesso,negative,1
portuguese,ausência,negative,1
portuguese,ausente,negative,1
portuguese,absentista,negative,1
portuguese,absentismo,negative,1
portuguese,absurdo,negative,1
portuguese,absurdo,negative,1
portuguese,abundância,negative,1
portuguese,Abuso,negative,1
portuguese,abismal,negative,1
portuguese,abismo,negative,1
portuguese,acidente,negative,1
portuguese,acidental,negative,1
portuguese,amaldiçoado,negative,1
portuguese,acusação,negative,1
portuguese,acusativo,negative,1
portuguese,acusado,negative,1
portuguese,acusador,negative,1
portuguese,acusador,negative,1
portuguese,dor,negative,1
portuguese,doendo,negative,1
portuguese,ácido,negative,1
portuguese,litigável,negative,1
portuguese,víbora,negative,1
portuguese,vício,negative,1
portuguese,adiposo,negative,1
portuguese,adjudicar,negative,1
portuguese,admoestação,negative,1
portuguese,à deriva,negative,1
portuguese,adulterada,negative,1
portuguese,adultério,negative,1
portuguese,adversário,negative,1
portuguese,desfavoraveis,negative,1
portuguese,adversidade,negative,1
portuguese,afligir,negative,1
portuguese,aflito,negative,1
portuguese,aflição,negative,1
portuguese,afronta,negative,1
portuguese,com medo,negative,1
portuguese,resultado,negative,1
portuguese,gosto posterior,negative,1
portuguese,agravado,negative,1
portuguese,agravante,negative,1
portuguese,agravamento,negative,1
portuguese,agressão,negative,1
portuguese,agressivo,negative,1
portuguese,agressor,negative,1
portuguese,horrorizado,negative,1
portuguese,agitado,negative,1
portuguese,agitação,negative,1
portuguese,agonizante,negative,1
portuguese,agonia,negative,1
portuguese,encalhado,negative,1
portuguese,afligir,negative,1
portuguese,doente,negative,1
portuguese,sem objetivo,negative,1
portuguese,afetação,negative,1
portuguese,alarme,negative,1
portuguese,alarmante,negative,1
portuguese,alcoolismo,negative,1
portuguese,alienígena,negative,1
portuguese,alienar,negative,1
portuguese,alienado,negative,1
portuguese,alienação,negative,1
portuguese,pensão alimentícia,negative,1
portuguese,alegação,negative,1
portuguese,alegar,negative,1
portuguese,indiferente,negative,1
portuguese,altercação,negative,1
portuguese,ambíguo,negative,1
portuguese,emboscada,negative,1
portuguese,amnésia,negative,1
portuguese,anfetaminas,negative,1
portuguese,jibóia,negative,1
portuguese,anal,negative,1
portuguese,anarquismo,negative,1
portuguese,anarquista,negative,1
portuguese,anarquia,negative,1
portuguese,anátema,negative,1
portuguese,antigo,negative,1
portuguese,raiva,negative,1
portuguese,angina,negative,1
portuguese,pesca,negative,1
portuguese,zangado,negative,1
portuguese,angústia,negative,1
portuguese,animosidade,negative,1
portuguese,animosidade,negative,1
portuguese,aniquilar,negative,1
portuguese,aniquilado,negative,1
portuguese,aniquilação,negative,1
portuguese,incomodar,negative,1
portuguese,aborrecimento,negative,1
portuguese,irritante,negative,1
portuguese,anular,negative,1
portuguese,anulação,negative,1
portuguese,anomalia,negative,1
portuguese,anônimo,negative,1
portuguese,antagonismo,negative,1
portuguese,antagonista,negative,1
portuguese,antagônico,negative,1
portuguese,antraz,negative,1
portuguese,anticristo,negative,1
portuguese,antipatia,negative,1
portuguese,antiquado,negative,1
portuguese,anti social,negative,1
portuguese,antítese,negative,1
portuguese,ansiedade,negative,1
portuguese,ansioso,negative,1
portuguese,apache,negative,1
portuguese,apático,negative,1
portuguese,apatia,negative,1
portuguese,afídio,negative,1
portuguese,apavorante,negative,1
portuguese,apendicite,negative,1
portuguese,apreensão,negative,1
portuguese,apreensivo,negative,1
portuguese,apropriação,negative,1
portuguese,arcaico,negative,1
portuguese,árduo,negative,1
portuguese,discutir,negative,1
portuguese,argumento,negative,1
portuguese,argumentativo,negative,1
portuguese,árido,negative,1
portuguese,armamentos,negative,1
portuguese,armado,negative,1
portuguese,acusação,negative,1
portuguese,atraso,negative,1
portuguese,prender,negative,1
portuguese,arrogância,negative,1
portuguese,arrogante,negative,1
portuguese,arsênico,negative,1
portuguese,incêndio criminoso,negative,1
portuguese,artilharia,negative,1
portuguese,cinza,negative,1
portuguese,envergonhado,negative,1
portuguese,cinza,negative,1
portuguese,burro,negative,1
portuguese,assaltar,negative,1
portuguese,assaltante,negative,1
portuguese,assassino,negative,1
portuguese,assassinar,negative,1
portuguese,assassinato,negative,1
portuguese,assalto,negative,1
portuguese,Idiota,negative,1
portuguese,extraviar,negative,1
portuguese,adstringente,negative,1
portuguese,asilo,negative,1
portuguese,ateísmo,negative,1
portuguese,aterosclerose,negative,1
portuguese,atroz,negative,1
portuguese,atrocidade,negative,1
portuguese,atrofia,negative,1
portuguese,ataque,negative,1
portuguese,atacante,negative,1
portuguese,atenuada,negative,1
portuguese,atenuação,negative,1
portuguese,audácia,negative,1
portuguese,austero,negative,1
portuguese,austeridade,negative,1
portuguese,autocrático,negative,1
portuguese,autópsia,negative,1
portuguese,avalanche,negative,1
portuguese,avareza,negative,1
portuguese,vingador,negative,1
portuguese,adverso,negative,1
portuguese,aversão,negative,1
portuguese,evitar,negative,1
portuguese,anulação,negative,1
portuguese,terrível,negative,1
portuguese,embaraço,negative,1
portuguese,errado,negative,1
portuguese,balbuciar,negative,1
portuguese,balbucio,negative,1
portuguese,babuíno,negative,1
portuguese,para trás,negative,1
portuguese,para trás,negative,1
portuguese,ressaca,negative,1
portuguese,bactérias,negative,1
portuguese,bactéria,negative,1
portuguese,ruim,negative,1
portuguese,texugo,negative,1
portuguese,mal,negative,1
portuguese,ruindade,negative,1
portuguese,meirinho,negative,1
portuguese,isca,negative,1
portuguese,fardo,negative,1
portuguese,tropeço,negative,1
portuguese,bálsamo,negative,1
portuguese,banimento,negative,1
portuguese,bandido,negative,1
portuguese,perdição,negative,1
portuguese,estrondo,negative,1
portuguese,banger,negative,1
portuguese,banir,negative,1
portuguese,banido,negative,1
portuguese,banimento,negative,1
portuguese,falido,negative,1
portuguese,falência,negative,1
portuguese,Banshee,negative,1
portuguese,farpa,negative,1
portuguese,bárbaro,negative,1
portuguese,bárbaro,negative,1
portuguese,barbarismo,negative,1
portuguese,latido,negative,1
portuguese,barrado,negative,1
portuguese,estéril,negative,1
portuguese,barricada,negative,1
portuguese,barreira,negative,1
portuguese,infundado,negative,1
portuguese,Desgraçado,negative,1
portuguese,bater,negative,1
portuguese,agredidas,negative,1
portuguese,bateria,negative,1
portuguese,batalha,negative,1
portuguese,batalhou,negative,1
portuguese,campo de batalha,negative,1
portuguese,indecente,negative,1
portuguese,baioneta,negative,1
portuguese,O portador,negative,1
portuguese,besta,negative,1
portuguese,bestial,negative,1
portuguese,espancamento,negative,1
portuguese,acontecer,negative,1
portuguese,implorar,negative,1
portuguese,mendigo,negative,1
portuguese,implorando,negative,1
portuguese,gigante,negative,1
portuguese,obrigado,negative,1
portuguese,atrasado,negative,1
portuguese,desmerecer,negative,1
portuguese,beligerante,negative,1
portuguese,cinto,negative,1
portuguese,bender,negative,1
portuguese,enlutado,negative,1
portuguese,perda,negative,1
portuguese,desolado,negative,1
portuguese,frenético,negative,1
portuguese,bestial,negative,1
portuguese,trair,negative,1
portuguese,traição,negative,1
portuguese,ter cuidado,negative,1
portuguese,aturdido,negative,1
portuguese,viés,negative,1
portuguese,tendenciosa,negative,1
portuguese,insignificância,negative,1
portuguese,esquife,negative,1
portuguese,intolerante,negative,1
portuguese,fanático,negative,1
portuguese,bílis,negative,1
portuguese,biopsia,negative,1
portuguese,vidoeiro,negative,1
portuguese,local de nascimento,negative,1
portuguese,cadela,negative,1
portuguese,morder,negative,1
portuguese,amargamente,negative,1
portuguese,amargura,negative,1
portuguese,bizarro,negative,1
portuguese,preto,negative,1
portuguese,blackjack,negative,1
portuguese,chantagem,negative,1
portuguese,negrume,negative,1
portuguese,culpa,negative,1
portuguese,brando,negative,1
portuguese,blasfemo,negative,1
portuguese,blasfêmia,negative,1
portuguese,explosão,negative,1
portuguese,ruidoso,negative,1
portuguese,tagarelice,negative,1
portuguese,labareda,negative,1
portuguese,desabrigado,negative,1
portuguese,hemorragia,negative,1
portuguese,defeito,negative,1
portuguese,ferrugem,negative,1
portuguese,arruinada,negative,1
portuguese,cego,negative,1
portuguese,cegado,negative,1
portuguese,cegamente,negative,1
portuguese,cegueira,negative,1
portuguese,bolha,negative,1
portuguese,inchado,negative,1
portuguese,gota,negative,1
portuguese,bloqueio,negative,1
portuguese,derramamento de sangue,negative,1
portuguese,sanguinário,negative,1
portuguese,sangrento,negative,1
portuguese,borrão,negative,1
portuguese,soprador,negative,1
portuguese,soprar,negative,1
portuguese,blues,negative,1
portuguese,blefe,negative,1
portuguese,mancada,negative,1
portuguese,borrão,negative,1
portuguese,desfocado,negative,1
portuguese,rubor,negative,1
portuguese,ostentação,negative,1
portuguese,ostentando,negative,1
portuguese,pântano,negative,1
portuguese,falso,negative,1
portuguese,fervura,negative,1
portuguese,clichê,negative,1
portuguese,violento,negative,1
portuguese,bomba,negative,1
portuguese,bombardear,negative,1
portuguese,bombardeamento,negative,1
portuguese,bombardeou,negative,1
portuguese,escravidão,negative,1
portuguese,títulos,negative,1
portuguese,boo,negative,1
portuguese,pateta,negative,1
portuguese,traça,negative,1
portuguese,bebida alcoólica,negative,1
portuguese,diâmetro,negative,1
portuguese,tédio,negative,1
portuguese,chato,negative,1
portuguese,mutuário,negative,1
portuguese,incomodar,negative,1
portuguese,incomodando,negative,1
portuguese,inferior,negative,1
portuguese,limite,negative,1
portuguese,ataque,negative,1
portuguese,bovino,negative,1
portuguese,Garoto,negative,1
portuguese,boicote,negative,1
portuguese,vangloriar-se,negative,1
portuguese,conhaque,negative,1
portuguese,bravata,negative,1
portuguese,rixa,negative,1
portuguese,descarado,negative,1
portuguese,violar,negative,1
portuguese,demolir,negative,1
portuguese,arriscado,negative,1
portuguese,romper,negative,1
portuguese,suborno,negative,1
portuguese,suborno,negative,1
portuguese,brigada,negative,1
portuguese,enxofre,negative,1
portuguese,cerda,negative,1
portuguese,bordo,negative,1
portuguese,grelhar,negative,1
portuguese,quebrou,negative,1
portuguese,quebrado,negative,1
portuguese,bordel,negative,1
portuguese,equimose,negative,1
portuguese,peso,negative,1
portuguese,brutal,negative,1
portuguese,brutalidade,negative,1
portuguese,brutamontes,negative,1
portuguese,pinote,negative,1
portuguese,buffet,negative,1
portuguese,erro,negative,1
portuguese,bicho-papão,negative,1
portuguese,bulboso,negative,1
portuguese,valentão,negative,1
portuguese,vagabundo,negative,1
portuguese,vadio,negative,1
portuguese,oneroso,negative,1
portuguese,burocracia,negative,1
portuguese,burocrata,negative,1
portuguese,assaltante,negative,1
portuguese,roubo,negative,1
portuguese,enterro,negative,1
portuguese,enterrado,negative,1
portuguese,Burke,negative,1
portuguese,queimado,negative,1
portuguese,preso,negative,1
portuguese,açougueiro,negative,1
portuguese,bumbum,negative,1
portuguese,zumbiam,negative,1
portuguese,cabala,negative,1
portuguese,cacofonia,negative,1
portuguese,gigolô,negative,1
portuguese,cadáver,negative,1
portuguese,gaiola,negative,1
portuguese,cálculo,negative,1
portuguese,insensível,negative,1
portuguese,chamadas,negative,1
portuguese,campanha,negative,1
portuguese,cancelar,negative,1
portuguese,câncer,negative,1
portuguese,gangrena,negative,1
portuguese,canibal,negative,1
portuguese,canibalismo,negative,1
portuguese,canhão,negative,1
portuguese,cativo,negative,1
portuguese,cativeiro,negative,1
portuguese,captor,negative,1
portuguese,captura,negative,1
portuguese,carcaça,negative,1
portuguese,carcinoma,negative,1
portuguese,cardiomiopatia,negative,1
portuguese,descuido,negative,1
portuguese,caricatura,negative,1
portuguese,cárie,negative,1
portuguese,carnificina,negative,1
portuguese,carnal,negative,1
portuguese,carnívoro,negative,1
portuguese,cartel,negative,1
portuguese,caso,negative,1
portuguese,caixão,negative,1
portuguese,casta,negative,1
portuguese,acidente,negative,1
portuguese,catarata,negative,1
portuguese,catástrofe,negative,1
portuguese,cateter,negative,1
portuguese,cautela,negative,1
portuguese,ceder,negative,1
portuguese,celebridade,negative,1
portuguese,cemitério,negative,1
portuguese,censor,negative,1
portuguese,censura,negative,1
portuguese,cesso,negative,1
portuguese,cessação,negative,1
portuguese,palha,negative,1
portuguese,atrito,negative,1
portuguese,desgosto,negative,1
portuguese,desafio,negative,1
portuguese,caos,negative,1
portuguese,caótico,negative,1
portuguese,charada,negative,1
portuguese,imputável,negative,1
portuguese,Encantado,negative,1
portuguese,perseguição,negative,1
portuguese,castigo,negative,1
portuguese,tagarela,negative,1
portuguese,barato,negative,1
portuguese,enganação,negative,1
portuguese,bolo de queijo,negative,1
portuguese,chicana,negative,1
portuguese,infantil,negative,1
portuguese,frio,negative,1
portuguese,clorofórmio,negative,1
portuguese,afogador,negative,1
portuguese,cólera,negative,1
portuguese,costeleta,negative,1
portuguese,tarefa,negative,1
portuguese,crônico,negative,1
portuguese,cigarro,negative,1
